PLD (Å),LCD (Å),Sacc (m2/g-1),Porosity,KCO2 (mol/kg/Pa),%C,%H,%N,%O,%Metalloid,%Halogen,%Ametal,CO2-0.1bar (mol/kg)
15.49643,15.73976,1919.6,0.68006,5.01E-06,59.25925926,34.56790123,6.172839506,0,0,0,0,0.050612395
17.06748,17.40258,2260.88,0.71802,5.28E-06,59.30232558,36.04651163,4.651162791,0,0,0,0,0.052717599
17.1273,17.47282,2267.39,0.7215,5.81E-06,58.82352941,35.29411765,5.882352941,0,0,0,0,0.058447796
10.12306,10.61541,1392.3,0.605,8.62E-06,35,30,20,10,0,0,5,0.085820607
9.70807,10.21691,1380.26,0.60134,1.10E-05,35,30,20,10,0,0,5,0.110101511
9.25989,9.75793,3450.5,0.75434,1.56E-05,50,31.25,12.5,6.25,0,0,0,0.159313453
9.00103,9.25449,673,0.45126,9.55E-06,56.4516129,38.70967742,4.838709677,0,0,0,0,0.098099586
26.77783,26.99303,2091.21,0.77668,5.67E-06,56.81818182,34.09090909,4.545454545,4.545454545,0,0,0,0.057460973
25.42451,25.69576,2265.25,0.78412,5.62E-06,54.16666667,37.5,4.166666667,4.166666667,0,0,0,0.05623012
28.27496,28.44212,2785.93,0.81014,3.38E-06,52,40,4,4,0,0,0,0.033549907
30.3537,30.63543,2693.97,0.82404,3.48E-06,53.19148936,34.04255319,4.255319149,8.510638298,0,0,0,0.034938348
30.17194,30.47431,3019.4,0.82326,3.19E-06,52,36,4,8,0,0,0,0.032047904
22.93412,23.02418,2118.32,0.74374,4.95E-06,58.33333333,37.03703704,3.703703704,0,0,0,0.925925926,0.04965798
21.10335,21.20275,2096.09,0.72806,5.03E-06,57,37,5,0,0,0,1,0.049227989
15.55503,15.9039,2356.22,0.71292,4.70E-06,61.9047619,33.33333333,4.761904762,0,0,0,0,0.046607041
27.65412,27.86288,2623.76,0.79466,4.41E-06,58.82352941,35.29411765,5.882352941,0,0,0,0,0.044249485
14.63894,15.33211,2879.91,0.749,8.19E-06,50,40,6,4,0,0,0,0.082504929
11.40572,11.66293,2467.43,0.68318,1.75E-05,60.34482759,36.20689655,3.448275862,0,0,0,0,0.174318074
24.47044,24.62161,2124.23,0.76484,6.63E-06,56.4516129,32.25806452,6.451612903,0,0,0,4.838709677,0.065401622
14.03916,16.05126,8086.92,0.89088,8.57E-06,58.86524823,38.29787234,2.836879433,0,0,0,0,0.085011768
27.89626,34.39746,7763.25,0.90668,1.10E-05,57.63546798,38.42364532,3.9408867,0,0,0,0,0.1109718
16.48321,16.75539,1678.06,0.67998,5.13E-06,57.5,32.5,7.5,0,0,0,2.5,0.051370366
8.5356,8.91891,2464.87,0.65186,3.78E-05,57.5,32.5,7.5,0,0,0,2.5,0.358867421
4.2386,4.91739,323.773,0.42396,8.71E-04,57.37704918,36.06557377,4.918032787,0,0,0,1.639344262,1.544431315
29.69003,29.90756,2338.07,0.81408,4.70E-06,55.35714286,37.5,5.357142857,0,0,0,1.785714286,0.047090422
18.24159,18.49644,3009.86,0.782,9.59E-06,55.35714286,37.5,5.357142857,0,0,0,1.785714286,0.094371541
22.69681,23.67795,3245.59,0.81204,3.69E-05,59.13043478,34.7826087,6.086956522,0,0,0,0,0.319187407
22.23299,22.34714,2257.45,0.7539,5.88E-06,57.53424658,36.98630137,2.739726027,2.739726027,0,0,0,0.059895908
11.69019,12.14977,1687.53,0.62708,6.68E-06,57.89473684,36.84210526,5.263157895,0,0,0,0,0.067115181
11.3117,11.78632,1776.31,0.63268,8.15E-06,55.55555556,33.33333333,11.11111111,0,0,0,0,0.081184893
43.29571,43.44196,2102.14,0.81522,4.54E-06,53,39,3,5,0,0,0,0.046035145
20.36281,20.62879,1685.88,0.6913,1.17E-05,57.89473684,21.05263158,5.263157895,15.78947368,0,0,0,0.116835753
28.48038,28.57676,2047.9,0.78044,5.67E-06,52.38095238,33.33333333,9.523809524,4.761904762,0,0,0,0.056883945
11.50055,11.87145,1460.1,0.641,4.35E-06,38.88888889,27.77777778,16.66666667,11.11111111,0,0,5.555555556,0.04370016
4.45148,5.22249,574.214,0.4556,1.55E-04,44.44444444,22.22222222,22.22222222,11.11111111,0,0,0,1.141104371
26.60208,26.66742,2070.1,0.76934,5.18E-06,54.41860465,31.62790698,5.581395349,8.372093023,0,0,0,0.051140574
27.05532,27.26766,2078.68,0.77642,5.66E-06,54.28571429,31.42857143,5.714285714,5.714285714,0,0,2.857142857,0.056998506
16.74434,21.51114,7254.36,0.90048,1.47E-05,59.375,36.25,3.75,0,0,0.625,0,0.14874542
13.03779,14.98704,6274.49,0.83804,1.84E-05,60.12658228,35.44303797,3.797468354,0,0,0.632911392,0,0.183270404
16.54636,16.80463,2292.86,0.69118,1.04E-05,57.5,37.5,4.166666667,0,0,0.833333333,0,0.102593327
35.85504,35.95505,2246.29,0.809,4.00E-06,53.57142857,39.28571429,7.142857143,0,0,0,0,0.039811618
27.42737,27.63614,2073.28,0.77628,7.67E-06,57.14285714,38.0952381,4.761904762,0,0,0,0,0.076163688
27.39313,27.57236,1908.01,0.76516,5.16E-06,40.90909091,40.90909091,13.63636364,0,0,0,4.545454545,0.053278035
5.85301,9.51623,1616.05,0.61846,6.20E-05,58.44748858,34.24657534,7.305936073,0,0,0,0,0.453446221
12.82113,14.07298,3127.84,0.73004,3.90E-04,57.65765766,35.13513514,7.207207207,0,0,0,0,1.15674368
38.25122,38.37077,2316.11,0.82678,7.26E-06,56.47058824,38.82352941,4.705882353,0,0,0,0,0.074092731
40.05397,40.18986,2902.83,0.85332,4.57E-06,56.47058824,38.82352941,4.705882353,0,0,0,0,0.045975551
40.49125,40.63627,2246.67,0.8389,5.70E-06,57.14285714,34.92063492,6.349206349,0,0,0,1.587301587,0.057107572
32.95003,33.11881,2089.23,0.81184,4.78E-06,58.33333333,27.08333333,8.333333333,2.083333333,0,0,4.166666667,0.047972996
32.40184,32.56585,2029.78,0.80846,4.97E-06,57.14285714,28.57142857,8.163265306,0,0,0,6.12244898,0.049008592
11.71726,11.98888,1236.12,0.54392,2.14E-05,46.66666667,26.66666667,6.666666667,20,0,0,0,0.213009401
20.04052,20.29809,1486.59,0.67766,4.95E-06,50,30,5,15,0,0,0,0.049540453
14.52619,19.29905,7019.14,0.88714,1.08E-05,60.97560976,36.58536585,2.43902439,0,0,0,0,0.107384628
25.34985,25.57033,2274.68,0.77226,7.39E-06,58.46153846,35.38461538,6.153846154,0,0,0,0,0.074551814
25.92552,26.11232,2239.07,0.7785,7.09E-06,57.14285714,33.33333333,9.523809524,0,0,0,0,0.071615454
25.51031,25.70711,2258.65,0.78142,6.79E-06,55.73770492,31.14754098,13.1147541,0,0,0,0,0.06736852
25.4905,25.94504,2551.39,0.76202,1.47E-05,53.84615385,35.8974359,5.128205128,5.128205128,0,0,0,0.148762934
15.05146,15.4246,1646.71,0.66746,6.57E-06,59.09090909,31.81818182,4.545454545,0,0,0,4.545454545,0.065944576
15.01736,15.36915,1562.22,0.65918,6.09E-06,57.14285714,28.57142857,9.523809524,0,0,0,4.761904762,0.0616228
18.37018,18.72336,2204.96,0.73388,4.56E-06,58.62068966,37.93103448,3.448275862,0,0,0,0,0.046191486
23.68767,24.06511,2789.22,0.75616,6.31E-06,41.73913043,46.95652174,6.086956522,5.217391304,0,0,0,0.063537761
9.2616,10.07568,5010.02,0.76166,4.31E-05,41.73913043,46.95652174,6.086956522,5.217391304,0,0,0,0.424139015
9.93799,10.66915,2051.84,0.65412,8.91E-06,58.82352941,38.23529412,2.941176471,0,0,0,0,0.090082415
16.60136,16.94778,940.865,0.58824,2.27E-06,45.83333333,37.5,8.333333333,4.166666667,0,0,4.166666667,0.022923247
10.53452,10.96455,662.29,0.44076,7.00E-06,42.10526316,36.84210526,10.52631579,5.263157895,0,0,5.263157895,0.072085021
10.05363,10.4747,686.169,0.49902,3.18E-06,46.66666667,26.66666667,13.33333333,6.666666667,0,0,6.666666667,0.031570172
18.78959,19.10488,1850.34,0.70242,8.06E-06,56.66666667,36.66666667,3.333333333,3.333333333,0,0,0,0.081547176
21.8622,22.11563,1896.35,0.72456,5.64E-06,53.46534653,34.65346535,5.940594059,5.940594059,0,0,0,0.057083243
17.35259,17.70659,2061.21,0.72102,8.56E-06,53.57142857,32.14285714,10.71428571,3.571428571,0,0,0,0.085641363
18.02492,18.38126,2262.02,0.72936,6.24E-06,55.17241379,34.48275862,6.896551724,3.448275862,0,0,0,0.061982518
16.19597,16.42758,1997.73,0.6996,6.93E-06,51.02040816,40.81632653,6.12244898,2.040816327,0,0,0,0.06958955
15.6356,15.70328,3110.47,0.76006,1.01E-05,58.7628866,37.11340206,4.12371134,0,0,0,0,0.101304872
17.06286,17.13055,2993.76,0.76318,1.04E-05,60.3960396,35.64356436,3.96039604,0,0,0,0,0.105319292
23.18421,23.50187,2876.2,0.76222,8.67E-06,43.18181818,47.72727273,4.545454545,4.545454545,0,0,0,0.086393161
8.36252,9.4754,1363.44,0.5964,4.04E-06,42.1686747,48.19277108,4.819277108,4.819277108,0,0,0,0.041111117
11.28233,11.40145,1502.45,0.61238,7.55E-06,52.63157895,31.57894737,10.52631579,5.263157895,0,0,0,0.075581028
7.86428,8.63857,1088.61,0.52652,1.13E-05,60,30,10,0,0,0,0,0.114233245
8.80689,9.09782,1037.3,0.52,8.74E-06,60,30,10,0,0,0,0,0.087587979
26.85643,27.08883,2076.81,0.74558,5.90E-06,55.55555556,37.03703704,3.703703704,3.703703704,0,0,0,0.058859226
10.56277,11.11167,2641.34,0.73744,4.41E-05,55.55555556,37.03703704,3.703703704,3.703703704,0,0,0,0.416851017
10.58604,10.99,1258.56,0.57534,1.13E-05,55,35,5,5,0,0,0,0.113529782
6.9364,7.49061,2981.47,0.71296,3.61E-05,56.16438356,38.35616438,5.479452055,0,0,0,0,0.342455836
8.34107,9.85367,3119.05,0.73372,4.64E-05,54.63917526,37.11340206,8.24742268,0,0,0,0,0.382905568
16.38824,16.86857,2819.65,0.79188,6.14E-06,53.27102804,36.44859813,10.28037383,0,0,0,0,0.061237306
57.58626,58.80016,8182.39,0.9722,1.44E-05,58.06451613,36.29032258,5.64516129,0,0,0,0,0.141976524
29.36979,34.83073,8625.53,0.94728,1.30E-05,58.06451613,36.29032258,5.64516129,0,0,0,0,0.133123914
34.78989,61.79024,7928.75,0.96904,1.33E-05,58.06451613,36.29032258,5.64516129,0,0,0,0,0.131290469
9.13077,11.81009,4055.71,0.77248,2.35E-05,52.94117647,29.41176471,5.882352941,11.76470588,0,0,0,0.234036832
32.27992,32.46104,2184.63,0.80524,1.21E-05,46.42857143,35.71428571,10.71428571,7.142857143,0,0,0,0.123597106
33.17428,33.34795,2268.57,0.80972,5.21E-06,46.42857143,35.71428571,10.71428571,7.142857143,0,0,0,0.053250169
17.72866,18.66838,3654.75,0.80252,1.72E-05,53.93258427,40.4494382,2.247191011,3.370786517,0,0,0,0.156305165
19.03146,19.7827,3864.74,0.80582,1.71E-05,56.84210526,37.89473684,2.105263158,3.157894737,0,0,0,0.171164824
19.86472,20.47648,4030.38,0.81014,1.17E-05,54.54545455,40.4040404,2.02020202,3.03030303,0,0,0,0.119393289
22.77883,23.16767,3081.99,0.79838,9.94E-06,58.42696629,34.83146067,6.741573034,0,0,0,0,0.097143141
9.29724,10.99555,3913.65,0.735,6.27E-05,58.42696629,34.83146067,6.741573034,0,0,0,0,0.531098733
45.33846,45.47565,2644.67,0.8609,7.02E-06,60.71428571,35.71428571,3.571428571,0,0,0,0,0.070015281
40.78327,40.84634,2393.79,0.84706,1.10E-05,60.71428571,35.71428571,3.571428571,0,0,0,0,0.111642042
10.50986,10.80615,1361.7,0.61516,1.84E-05,40.6779661,43.05084746,12.20338983,4.06779661,0,0,0,0.182615659
10.19245,10.60356,1317.68,0.60844,2.08E-05,40.6779661,43.05084746,12.20338983,4.06779661,0,0,0,0.206961891
20.62617,21.12233,1954.79,0.70888,3.56E-06,36.66666667,52.66666667,8.666666667,2,0,0,0,0.035189461
37.54258,37.69443,2199.76,0.82912,5.66E-06,53.7037037,35.18518519,9.259259259,1.851851852,0,0,0,0.056850624
32.26922,32.57332,2492.7,0.81962,8.93E-06,46.25,41.25,6.25,3.75,0,2.5,0,0.090363626
10.5694,10.70721,1038.62,0.53938,3.42E-06,64,32,4,0,0,0,0,0.0343854
26.01336,26.78069,2800.08,0.76636,1.59E-05,59.25925926,37.03703704,3.703703704,0,0,0,0,0.15620625
19.62687,20.51404,2648.73,0.74618,1.38E-05,59.25925926,37.03703704,3.703703704,0,0,0,0,0.135801888
65.09992,65.36492,2554.65,0.8876,4.84E-06,56.52173913,36.95652174,4.347826087,2.173913043,0,0,0,0.048910728
63.83183,63.92987,2535.71,0.89006,4.74E-06,56.52173913,36.95652174,4.347826087,2.173913043,0,0,0,0.047903726
69.08951,69.17604,2690.91,0.89544,5.00E-06,59.52380952,35.71428571,4.761904762,0,0,0,0,0.050129696
88.77878,88.87488,2752.88,0.91698,5.43E-06,58.62068966,36.20689655,3.448275862,1.724137931,0,0,0,0.053930596
86.85432,86.92666,2745.83,0.91822,5.27E-06,58.62068966,36.20689655,3.448275862,1.724137931,0,0,0,0.052582166
65.28462,65.52875,2575.22,0.88734,4.96E-06,58.69565217,36.95652174,2.173913043,2.173913043,0,0,0,0.049395114
92.9226,92.98737,2894.37,0.9227,5.56E-06,61.11111111,35.18518519,3.703703704,0,0,0,0,0.056133736
69.64576,70.01071,2556.11,0.89374,5.39E-06,55.55555556,38.88888889,3.703703704,1.851851852,0,0,0,0.053980403
88.84774,88.91705,2764.15,0.91884,5.37E-06,58.62068966,36.20689655,3.448275862,1.724137931,0,0,0,0.053068304
89.0841,89.16157,2772.75,0.91656,5.52E-06,60.34482759,36.20689655,1.724137931,1.724137931,0,0,0,0.054892272
13.76993,16.22692,5628.11,0.82278,1.32E-05,56.14035088,36.84210526,7.01754386,0,0,0,0,0.1329457
15.30643,17.54754,6724.69,0.8655,1.10E-05,57.14285714,37.66233766,5.194805195,0,0,0,0,0.109382477
17.70921,19.75783,7495.49,0.88876,1.11E-05,58.7628866,37.11340206,4.12371134,0,0,0,0,0.111424902
16.3146,23.24811,6383.32,0.87826,9.54E-06,58.49056604,35.8490566,5.660377358,0,0,0,0,0.09452051
18.36098,21.19521,6095.51,0.87536,9.05E-06,55.46218487,39.49579832,5.042016807,0,0,0,0,0.090477772
9.93538,10.46256,1663.13,0.60742,8.16E-06,59.45945946,37.83783784,2.702702703,0,0,0,0,0.081605632
5.33568,5.99299,1022.1,0.48364,2.76E-05,57.53424658,36.98630137,5.479452055,0,0,0,0,0.276052584
4.1344,4.76049,343.039,0.52666,3.29E-05,57.69230769,34.61538462,7.692307692,0,0,0,0,0.320546884
12.08621,12.31612,1710.97,0.63682,6.75E-06,57.89473684,36.84210526,5.263157895,0,0,0,0,0.068403831
12.21968,12.33694,1713.96,0.6399,6.61E-06,57.89473684,36.84210526,5.263157895,0,0,0,0,0.066713966
4.66098,6.4159,2471.53,0.63712,7.98E-05,57.89473684,36.84210526,5.263157895,0,0,0,0,0.788877938
19.99471,20.25905,1625.92,0.68654,1.36E-05,57.89473684,21.05263158,5.263157895,15.78947368,0,0,0,0.134963944
21.51388,21.90868,2464.98,0.71986,1.38E-05,50,40,6,4,0,0,0,0.138414901
13.1102,13.53308,2037.76,0.67036,7.14E-06,54.54545455,38.18181818,3.636363636,3.636363636,0,0,0,0.071782814
21.04849,21.23902,2690.53,0.76982,5.22E-06,49.25373134,40.29850746,5.970149254,4.47761194,0,0,0,0.051732516
29.50029,29.68969,2195.73,0.78546,7.29E-06,57.14285714,38.0952381,4.761904762,0,0,0,0,0.074720751
27.72213,28.10356,2928.73,0.7738,4.73E-06,54.76190476,38.0952381,7.142857143,0,0,0,0,0.046468791
29.1248,29.33919,2277.74,0.7996,4.49E-06,55,35,10,0,0,0,0,0.045065532
12.86044,13.69014,4261.11,0.787,1.89E-05,56.75675676,37.83783784,5.405405405,0,0,0,0,0.185688786
5.81507,6.35429,3826.64,0.67928,3.58E-05,54.54545455,38.18181818,7.272727273,0,0,0,0,0.357439598
28.77403,28.98866,2297.63,0.79054,5.10E-06,54.54545455,36.36363636,4.545454545,4.545454545,0,0,0,0.050437216
29.77135,29.99506,2545.01,0.80676,3.00E-06,52.38095238,33.33333333,9.523809524,4.761904762,0,0,0,0.030530135
15.53693,15.93193,1994.14,0.69574,7.62E-06,57.14285714,34.69387755,4.081632653,4.081632653,0,0,0,0.075901357
31.94155,32.17692,2585.62,0.82276,5.40E-06,57.14285714,28.57142857,4.761904762,0,0,9.523809524,0,0.054053676
30.53863,30.76527,2314.24,0.81408,6.02E-06,55,25,10,0,0,10,0,0.059551493
15.92886,16.3218,1877.78,0.70938,1.07E-05,59.57446809,27.65957447,4.255319149,0,0,8.510638298,0,0.106986695
37.783,37.89252,2471.82,0.82736,4.95E-06,57.69230769,38.46153846,3.846153846,0,0,0,0,0.049179593
32.85536,33.31782,3649.66,0.83178,9.13E-06,55.76923077,38.46153846,5.769230769,0,0,0,0,0.092397644
37.17707,37.36782,2678.56,0.842,3.85E-06,56,36,8,0,0,0,0,0.038192974
8.4033,8.62351,1990.02,0.63082,1.08E-05,53.42465753,38.35616438,8.219178082,0,0,0,0,0.110068273
10.3404,10.57561,1488.72,0.58478,1.32E-05,59.03614458,36.14457831,4.819277108,0,0,0,0,0.13467594
15.52839,15.91671,2198.79,0.70984,5.47E-06,54.54545455,36.36363636,9.090909091,0,0,0,0,0.055064369
25.18389,25.43249,2668.58,0.7789,3.26E-06,56.25,37.5,6.25,0,0,0,0,0.032930317
10.8741,11.69022,2498.6,0.69224,3.88E-06,55.10204082,36.73469388,8.163265306,0,0,0,0,0.038476296
9.85905,10.36256,1875.21,0.63124,5.72E-06,50,33.33333333,16.66666667,0,0,0,0,0.057769435
12.85825,13.32285,2510.09,0.7119,7.54E-06,56.19047619,36.19047619,7.619047619,0,0,0,0,0.075068282
18.27934,18.58148,1954.19,0.71522,4.05E-06,55.55555556,33.33333333,11.11111111,0,0,0,0,0.040008557
17.06829,17.21984,1823.1,0.68836,1.32E-05,58.44748858,35.15981735,6.392694064,0,0,0,0,0.131872319
36.48456,36.62827,2418.56,0.82338,3.73E-06,56,36,8,0,0,0,0,0.037549516
16.3545,16.78595,2234.7,0.71856,4.82E-06,55.26315789,35.52631579,9.210526316,0,0,0,0,0.048593625
22.80756,23.05578,2194.5,0.75926,3.73E-06,53.33333333,33.33333333,13.33333333,0,0,0,0,0.037296296
17.52783,17.95706,2201.5,0.72652,6.52E-06,55.26315789,35.52631579,9.210526316,0,0,0,0,0.065905955
16.23343,16.34591,1962.57,0.66036,7.04E-06,59.33014354,36.84210526,3.827751196,0,0,0,0,0.071013408
15.30081,15.88117,2312.73,0.7194,6.73E-06,54.92957746,38.02816901,7.042253521,0,0,0,0,0.067748764
11.95199,12.39965,1641.76,0.63228,6.42E-06,55,35,5,5,0,0,0,0.063785077
14.55538,14.96674,1821.78,0.64492,4.06E-06,46.66666667,40,6.666666667,6.666666667,0,0,0,0.039790157
11.04699,11.51339,1474.37,0.61704,1.05E-05,52.63157895,31.57894737,10.52631579,5.263157895,0,0,0,0.102086726
16.38902,16.70831,1754.44,0.67796,9.67E-06,50,33.33333333,8.333333333,8.333333333,0,0,0,0.097067409
23.80875,24.04419,1955,0.74564,8.49E-06,52.94117647,35.29411765,5.882352941,5.882352941,0,0,0,0.083101876
9.30235,9.70987,1067.16,0.54254,2.73E-05,42.85714286,28.57142857,14.28571429,14.28571429,0,0,0,0.27982569
13.98106,14.42788,1778.65,0.64238,4.74E-06,46.66666667,40,6.666666667,6.666666667,0,0,0,0.047301619
12.82785,12.97573,2617.06,0.71072,9.31E-06,57.14285714,38.0952381,4.761904762,0,0,0,0,0.094804877
15.09757,15.13734,2001.7,0.66524,1.01E-05,55,35,10,0,0,0,0,0.099695366
12.96272,13.11094,2630.41,0.71894,9.41E-06,51.2195122,36.58536585,12.19512195,0,0,0,0,0.094404473
4.63611,5.26637,241.192,0.39026,3.76E-05,53.65853659,36.58536585,9.756097561,0,0,0,0,0.304235866
12.5052,12.90815,3838.21,0.75032,6.18E-05,53.84615385,33.33333333,12.82051282,0,0,0,0,0.556849569
8.45095,8.99807,577.95,0.4588,5.43E-06,58.69565217,34.7826087,6.52173913,0,0,0,0,0.055755366
10.09825,10.71078,2186.33,0.6733,1.49E-05,53.33333333,37.77777778,4.444444444,4.444444444,0,0,0,0.149007091
11.67289,11.91309,1418.1,0.60066,8.81E-06,52.63157895,31.57894737,10.52631579,5.263157895,0,0,0,0.087441256
27.35824,27.67435,2365.34,0.75386,1.67E-05,53.84615385,35.8974359,5.128205128,5.128205128,0,0,0,0.169339927
18.34351,18.48584,2484.4,0.76076,1.01E-05,57.14285714,34.69387755,4.081632653,4.081632653,0,0,0,0.100833967
20.91812,21.1741,1606.51,0.6507,9.26E-06,54.05405405,35.13513514,5.405405405,5.405405405,0,0,0,0.09250426
20.22806,20.35736,2196.81,0.7403,8.52E-06,57.62711864,35.59322034,3.389830508,3.389830508,0,0,0,0.083681192
20.27166,20.57048,3381.47,0.81798,4.13E-05,59.57446809,31.91489362,4.255319149,4.255319149,0,0,0,0.340202082
10.81386,11.16847,2207.02,0.666,8.04E-06,57.14285714,38.0952381,4.761904762,0,0,0,0,0.080814236
11.16511,11.60275,1553.08,0.6097,5.53E-06,55.55555556,33.33333333,11.11111111,0,0,0,0,0.056098465
25.61195,25.94027,2604.47,0.76608,1.16E-05,56.75675676,37.83783784,5.405405405,0,0,0,0,0.118052004
21.72425,21.99674,1843.01,0.6698,6.40E-06,57.14285714,37.14285714,5.714285714,0,0,0,0,0.063240966
20.07457,20.2394,2394.52,0.74948,6.68E-06,59.64912281,36.84210526,3.50877193,0,0,0,0,0.066410791
20.16872,20.54683,3700.16,0.82606,3.71E-04,59.57446809,36.17021277,4.255319149,0,0,0,0,1.163825295
20.40989,20.68851,2050.71,0.73378,1.10E-05,57.14285714,28.57142857,7.142857143,7.142857143,0,0,0,0.108784259
16.27366,22.3647,6937.56,0.86956,2.31E-05,59.63302752,36.69724771,3.669724771,0,0,0,0,0.221540062
20.90022,25.40356,6658.58,0.88148,2.78E-05,59.68992248,37.20930233,3.100775194,0,0,0,0,0.253598637
13.56517,13.92338,2199.39,0.7154,9.85E-06,56.12244898,32.65306122,6.12244898,1.020408163,0,0,4.081632653,0.100064162
6.30676,7.94913,2419.34,0.6424,4.81E-05,56.12244898,32.65306122,6.12244898,1.020408163,0,0,4.081632653,0.394535497
36.72203,36.88683,2219.96,0.76406,8.67E-06,61.01694915,35.59322034,3.389830508,0,0,0,0,0.087479237
27.79588,27.99377,1898.65,0.76934,4.16E-06,57.89473684,26.31578947,10.52631579,5.263157895,0,0,0,0.041514991
27.48123,27.73623,2395.36,0.78436,5.27E-06,52,40,4,4,0,0,0,0.052188155
25.72563,26.05467,1987.42,0.71832,1.36E-05,56.81818182,27.27272727,6.818181818,9.090909091,0,0,0,0.137992108
12.82315,13.24089,1941.69,0.64042,7.70E-06,57.62711864,35.59322034,3.389830508,3.389830508,0,0,0,0.07572417
14.28146,14.41124,1729.58,0.65622,7.85E-06,64.1509434,28.30188679,3.773584906,3.773584906,0,0,0,0.077130236
26.60232,26.75592,1735.35,0.73154,5.98E-06,60,32,4,4,0,0,0,0.058352819
28.45165,28.64163,2285.3,0.78684,3.78E-06,52.17391304,39.13043478,8.695652174,0,0,0,0,0.037990366
26.46596,26.60218,2283.9,0.76906,3.69E-06,50,37.5,8.333333333,4.166666667,0,0,0,0.036836209
28.496,28.72074,2365.76,0.78766,5.95E-06,54.16666667,41.66666667,4.166666667,0,0,0,0,0.059433586
11.27749,11.88139,2293.88,0.70412,8.23E-06,52,40,4,4,0,0,0,0.082082609
11.7173,12.12669,1786.5,0.61896,1.16E-05,58.33333333,38.88888889,2.777777778,0,0,0,0,0.115309999
9.5463,10.04018,1383.64,0.57192,7.55E-06,57.69230769,38.46153846,3.846153846,0,0,0,0,0.07720596
10.64072,10.81544,505.44,0.51012,3.42E-06,54.16666667,25,4.166666667,16.66666667,0,0,0,0.03441505
5.32018,5.76816,95.8233,0.41744,4.25E-06,53.57142857,28.57142857,3.571428571,14.28571429,0,0,0,0.040811791
23.13422,23.19929,1901.13,0.75708,1.17E-05,43.75,31.25,12.5,6.25,0,0,6.25,0.115539164
31.68303,31.88818,2119.64,0.80926,9.74E-06,47.61904762,33.33333333,9.523809524,4.761904762,0,0,4.761904762,0.096370823
7.35721,13.96326,7250.56,0.8292,1.20E-05,58.62068966,35.86206897,2.75862069,2.75862069,0,0,0,0.120406848
6.19033,13.14969,6401.63,0.80724,1.32E-05,58.62068966,35.86206897,2.75862069,2.75862069,0,0,0,0.131690734
13.7004,13.87013,1947.19,0.66186,6.76E-06,59.83263598,36.82008368,3.347280335,0,0,0,0,0.067154386
16.7608,17.06886,1615.93,0.68248,5.16E-06,54.16666667,29.16666667,12.5,0,0,0,4.166666667,0.051903819
16.08173,16.39922,1696.84,0.67416,6.86E-06,56,32,8,0,0,0,4,0.069438952
13.35914,13.87825,1861.59,0.67646,6.58E-06,53.73134328,31.34328358,10.44776119,0,0,0,4.47761194,0.064612088
18.16138,18.57656,1372.98,0.65332,4.79E-06,55.38461538,29.23076923,6.153846154,9.230769231,0,0,0,0.048512704
8.73344,8.99338,2803.56,0.68478,1.23E-05,36.06557377,49.18032787,8.196721311,6.557377049,0,0,0,0.121902072
16.09055,16.41102,2153.92,0.6983,1.91E-05,61.9047619,28.57142857,4.761904762,0,0,4.761904762,0,0.199862241
13.32141,13.58094,2191.65,0.66656,6.98E-06,56,36,4,4,0,0,0,0.0702282
15.89514,16.21864,2320.29,0.7077,4.90E-06,61.9047619,33.33333333,4.761904762,0,0,0,0,0.048472133
27.14113,34.56119,7623.71,0.90746,1.11E-05,57.63546798,38.42364532,3.9408867,0,0,0,0,0.112138832
10.50966,10.88225,1206.27,0.56424,8.91E-05,49.25373134,44.7761194,4.47761194,0,1.492537313,0,0,0.940640782
10.09373,10.41161,1014.58,0.53916,1.17E-04,47.14285714,42.85714286,4.285714286,4.285714286,1.428571429,0,0,1.22665061
37.95505,38.11392,2435.95,0.82336,4.09E-06,57.69230769,38.46153846,3.846153846,0,0,0,0,0.04031574
9.61963,10.0463,1622.08,0.61524,8.38E-06,41.97530864,46.91358025,6.172839506,4.938271605,0,0,0,0.0837498
21.06316,21.25379,1871.26,0.70646,4.62E-06,50,45.45454545,4.545454545,0,0,0,0,0.045620037
6.90821,7.50828,2898.64,0.68318,1.99E-04,50,45.45454545,4.545454545,0,0,0,0,1.646065102
13.77472,13.96664,1510.08,0.61048,4.74E-06,47.05882353,47.05882353,5.882352941,0,0,0,0,0.047553611
21.43706,21.62341,1706.24,0.68186,3.94E-06,48,48,4,0,0,0,0,0.040023781
6.90329,7.61107,3829.04,0.66886,2.27E-04,48,48,4,0,0,0,0,1.787630997
13.84041,14.01935,1322.31,0.56484,5.53E-06,45,50,5,0,0,0,0,0.055352666
20.93484,21.11561,2301.93,0.73706,4.65E-06,52.63157895,42.10526316,5.263157895,0,0,0,0,0.046180875
7.02218,7.84748,5130.71,0.7263,1.12E-04,52.63157895,42.10526316,5.263157895,0,0,0,0,0.993880638
13.87892,14.30516,2072.33,0.66978,5.78E-06,50,42.85714286,7.142857143,0,0,0,0,0.058263289
4.74494,5.72297,1799.94,0.63174,1.69E-04,50,42.85714286,7.142857143,0,0,0,0,1.481822728
21.48188,21.67546,2014.18,0.71356,3.13E-06,50,45.45454545,4.545454545,0,0,0,0,0.031420876
6.98333,7.55824,4565.5,0.6992,1.56E-04,50,45.45454545,4.545454545,0,0,0,0,1.310944217
